timestamp, frame, x, y, z, qx, qy, qz, qw, fx, fy, cx, cy, distortion_center_x, distortion_center_y
65578.381372625, 000125, 0.4156352, -0.056836, -0.35321653, 0.6965231, -0.6108075, 0.02006568, 0.3759884, 1597.4362, 1597.4362, 955.4573, 717.77124, , 
65578.398042, 000126, 0.41741422, -0.05745089, -0.3597933, 0.6958766, -0.6095794, 0.019976161, 0.37916973, 1597.4362, 1597.4362, 955.46124, 717.7736, , 
65578.414711291, 000127, 0.41922465, -0.058050238, -0.36619174, 0.69521034, -0.60837877, 0.019772423, 0.3823179, 1597.4362, 1597.4362, 955.46643, 717.777, , 
65578.431380458, 000128, 0.42111334, -0.058636867, -0.3720305, 0.69464195, -0.60730636, 0.019270526, 0.38507167, 1597.4362, 1597.4362, 955.4696, 717.7793, , 
65578.464719125, 000129, 0.42506614, -0.059588548, -0.38338202, 0.6938905, -0.60567963, 0.017217347, 0.3890651, 1597.4362, 1597.4362, 955.47296, 717.7825, , 
65578.4813885, 000130, 0.42715648, -0.060063105, -0.38888857, 0.69361013, -0.6050677, 0.016055884, 0.3905641, 1597.4362, 1597.4362, 955.47375, 717.7838, , 
65578.498057833, 000131, 0.4292773, -0.060626246, -0.39444196, 0.6932181, -0.6044681, 0.015090031, 0.39222348, 1597.4362, 1597.4362, 955.4745, 717.7851, , 
65578.53139625, 000132, 0.43375736, -0.062037405, -0.4053646, 0.69195485, -0.6030152, 0.01389512, 0.39670908, 1597.8881, 1597.8881, 955.4791, 717.7902, , 
65578.548065625, 000133, 0.4360167, -0.06287085, -0.41096532, 0.6912282, -0.60214776, 0.0134229055, 0.39930135, 1597.8881, 1597.8881, 955.48206, 717.79285, , 
65578.564734958, 000134, 0.43826503, -0.0637163, -0.41660646, 0.69065756, -0.601122, 0.012775408, 0.40184727, 1597.4362, 1597.4362, 955.4848, 717.79517, , 
65578.598073458, 000135, 0.44269255, -0.065341294, -0.4277406, 0.69004744, -0.5984516, 0.010022264, 0.40692714, 1597.4362, 1597.4362, 955.48944, 717.7982, , 
65578.614742708, 000136, 0.4449835, -0.06618612, -0.43325642, 0.68983334, -0.5969689, 0.007992613, 0.40950495, 1597.4362, 1597.4362, 955.4906, 717.7991, , 
65578.631412125, 000137, 0.44720873, -0.067070596, -0.43847826, 0.6896653, -0.59537476, 0.005644534, 0.41213927, 1597.4362, 1597.4362, 955.4918, 717.8002, , 
65578.664750583, 000138, 0.45187363, -0.06907432, -0.4494929, 0.6892856, -0.59155846, 0.0005994854, 0.41826266, 1597.4362, 1597.4362, 955.49426, 717.80176, , 
65578.681419958, 000139, 0.45439708, -0.070142366, -0.45528844, 0.6891093, -0.58942306, -0.0020002986, 0.4215504, 1597.4362, 1597.4362, 955.49634, 717.8026, , 
65578.698089291, 000140, 0.45706135, -0.071167976, -0.46110955, 0.68902737, -0.58727956, -0.004878877, 0.42464143, 1597.4362, 1597.4362, 955.4974, 717.80304, , 
65578.731427708, 000141, 0.46281046, -0.07276533, -0.47230652, 0.6897078, -0.5828179, -0.011521231, 0.42952743, 1597.4362, 1597.4362, 955.4967, 717.80035, , 
65578.748097041, 000142, 0.46586427, -0.07336137, -0.4778784, 0.6902796, -0.58061033, -0.01520707, 0.4314793, 1597.4362, 1597.4362, 955.4953, 717.79803, , 
65578.764766333, 000143, 0.46911952, -0.07387964, -0.4834864, 0.6907755, -0.5786538, -0.018968461, 0.43316174, 1597.4362, 1597.4362, 955.4934, 717.7957, , 
65578.78143575, 000144, 0.4725686, -0.074336246, -0.48910296, 0.6910861, -0.57700306, -0.022784984, 0.43468186, 1597.4362, 1597.4362, 955.49097, 717.7939, , 
65578.81477425, 000145, 0.47987056, -0.07496522, -0.50024384, 0.69147944, -0.5739814, -0.030675067, 0.43756214, 1597.8881, 1597.8881, 955.4849, 717.7905, , 
65578.8314435, 000146, 0.48373663, -0.07488359, -0.5055789, 0.691831, -0.57260436, -0.035186283, 0.4384701, 1597.8881, 1597.8881, 955.4812, 717.7885, , 
65578.848112875, 000147, 0.48773786, -0.07463948, -0.51085424, 0.69217074, -0.5711939, -0.04051675, 0.43931273, 1597.8881, 1597.8881, 955.47473, 717.78503, , 
65578.864782166, 000148, 0.49178, -0.07440774, -0.51621115, 0.692287, -0.5694715, -0.04629055, 0.44079265, 1597.4362, 1597.4362, 955.4697, 717.78284, , 
65578.898120708, 000149, 0.49969485, -0.074028626, -0.5271701, 0.6920766, -0.5647022, -0.056971245, 0.44597727, 1597.4362, 1597.4362, 955.4631, 717.77985, , 
65578.91479, 000150, 0.5035804, -0.07380306, -0.53266597, 0.69204295, -0.56185436, -0.061456602, 0.44902033, 1597.4362, 1597.4362, 955.4623, 717.7786, , 
65578.931459375, 000151, 0.50768805, -0.07352593, -0.5380467, 0.6921771, -0.55900097, -0.065802306, 0.45175076, 1597.4362, 1597.4362, 955.46155, 717.777, , 
65578.948128666, 000152, 0.5118237, -0.07311807, -0.54329675, 0.6924026, -0.5563129, -0.07020244, 0.45405522, 1597.4362, 1597.4362, 955.4604, 717.7748, , 
65578.981467166, 000153, 0.51977926, -0.071927845, -0.5537144, 0.6924724, -0.5514195, -0.07951109, 0.45836297, 1597.8881, 1597.8881, 955.4559, 717.76965, , 
